"UF","TURNO","CANDIDATURA","PARTIDO","DATA","PERCENTUAL","INSTITUTO","REGISTRO_TSE","AMOSTRA"
"RJ",1,"Henrique S.","PCO",2020-11-14,0,"RealTime","RJ-01722/2020",1200
"RJ",1,"Suêd","PMB",2020-11-14,0,"RealTime","RJ-01722/2020",1200
"RJ",1,"C. Garotinho","PROS",2020-11-14,1,"RealTime","RJ-01722/2020",1200
"RJ",1,"Fred Luz","NOVO",2020-11-14,1,"RealTime","RJ-01722/2020",1200
"RJ",1,"Paulo Messina","MDB",2020-11-14,1,"RealTime","RJ-01722/2020",1200
"RJ",1,"Cyro Garcia","PSTU",2020-11-14,1,"RealTime","RJ-01722/2020",1200
"RJ",1,"Bandeira de M.","REDE",2020-11-14,2,"RealTime","RJ-01722/2020",1200
"RJ",1,"Luiz Lima","PSL",2020-11-14,4,"RealTime","RJ-01722/2020",1200
"RJ",1,"Renata Souza","PSOL",2020-11-14,3,"RealTime","RJ-01722/2020",1200
"RJ",1,"Benedita","PT",2020-11-14,7,"RealTime","RJ-01722/2020",1200
"RJ",1,"Martha Rocha","PDT",2020-11-14,13,"RealTime","RJ-01722/2020",1200
"RJ",1,"Crivella","REP",2020-11-14,16,"RealTime","RJ-01722/2020",1200
"RJ",1,"Brancos/nulos/indecisos",NA,2020-11-14,19,"RealTime","RJ-01722/2020",1200
"RJ",1,"Eduardo Paes","DEM",2020-11-14,32,"RealTime","RJ-01722/2020",1200
"RJ",1,"Glória Heloiza","PSC",2020-11-14,0,"Ibope","RJ-02939/2020",1106
"RJ",1,"Henrique S.","PCO",2020-11-14,0,"Ibope","RJ-02939/2020",1106
"RJ",1,"Suêd","PMB",2020-11-14,0,"Ibope","RJ-02939/2020",1106
"RJ",1,"C. Garotinho","PROS",2020-11-14,0,"Ibope","RJ-02939/2020",1106
"RJ",1,"Fred Luz","NOVO",2020-11-14,2,"Ibope","RJ-02939/2020",1106
"RJ",1,"Paulo Messina","MDB",2020-11-14,2,"Ibope","RJ-02939/2020",1106
"RJ",1,"Cyro Garcia","PSTU",2020-11-14,0,"Ibope","RJ-02939/2020",1106
"RJ",1,"Bandeira de M.","REDE",2020-11-14,3,"Ibope","RJ-02939/2020",1106
"RJ",1,"Luiz Lima","PSL",2020-11-14,2,"Ibope","RJ-02939/2020",1106
"RJ",1,"Renata Souza","PSOL",2020-11-14,2,"Ibope","RJ-02939/2020",1106
"RJ",1,"Benedita","PT",2020-11-14,11,"Ibope","RJ-02939/2020",1106
"RJ",1,"Martha Rocha","PDT",2020-11-14,9,"Ibope","RJ-02939/2020",1106
"RJ",1,"Crivella","REP",2020-11-14,14,"Ibope","RJ-02939/2020",1106
"RJ",1,"Brancos/nulos/indecisos",NA,2020-11-14,16,"Ibope","RJ-02939/2020",1106
"RJ",1,"Eduardo Paes","DEM",2020-11-14,35,"Ibope","RJ-02939/2020",1106
"RS",1,"Manuela","PCdoB",2020-09-19,21,"RealTime","RS-01713/2020",1000
"RS",1,"Fortunati","PTB",2020-09-19,11,"RealTime","RS-01713/2020",1000
"RS",1,"Sebastião Melo","MDB",2020-09-19,10,"RealTime","RS-01713/2020",1000
"RS",1,"Marchezan Jr.","PSDB",2020-09-19,10,"RealTime","RS-01713/2020",1000
"RS",1,"Juliana Brizola","PDT",2020-09-19,4,"RealTime","RS-01713/2020",1000
"RS",1,"João Derly","REP",2020-09-19,1,"RealTime","RS-01713/2020",1000
"RS",1,"Fernanda M.","PSOL",2020-09-19,3,"RealTime","RS-01713/2020",1000
"RS",1,"Valter","PSD",2020-09-19,3,"RealTime","RS-01713/2020",1000
"RS",1,"Gustavo Paim","PP",2020-09-19,2,"RealTime","RS-01713/2020",1000
"RS",1,"Julio Flores","PSTU",2020-09-19,1,"RealTime","RS-01713/2020",1000
"RS",1,"Luiz Delvair","PCO",2020-09-19,0,"RealTime","RS-01713/2020",1000
"RS",1,"Montserrat","PV",2020-09-19,1,"RealTime","RS-01713/2020",1000
"RS",1,"Rodrigo Maroni","PROS",2020-09-19,0,"RealTime","RS-01713/2020",1000
"RS",1,"Brancos/nulos/indecisos",NA,2020-09-19,33,"RealTime","RS-01713/2020",1000
"RS",1,"Manuela","PCdoB",2020-10-04,22,"Methodus","RS-04271/2020",800
"RS",1,"Fortunati","PTB",2020-10-04,13,"Methodus","RS-04271/2020",800
"RS",1,"Sebastião Melo","MDB",2020-10-04,13,"Methodus","RS-04271/2020",800
"RS",1,"Marchezan Jr.","PSDB",2020-10-04,7,"Methodus","RS-04271/2020",800
"RS",1,"Juliana Brizola","PDT",2020-10-04,6,"Methodus","RS-04271/2020",800
"RS",1,"João Derly","REP",2020-10-04,2,"Methodus","RS-04271/2020",800
"RS",1,"Fernanda M.","PSOL",2020-10-04,3,"Methodus","RS-04271/2020",800
"RS",1,"Valter","PSD",2020-10-04,1,"Methodus","RS-04271/2020",800
"RS",1,"Gustavo Paim","PP",2020-10-04,2,"Methodus","RS-04271/2020",800
"RS",1,"Julio Flores","PSTU",2020-10-04,1,"Methodus","RS-04271/2020",800
"RS",1,"Luiz Delvair","PCO",2020-10-04,0,"Methodus","RS-04271/2020",800
"RS",1,"Montserrat","PV",2020-10-04,0,"Methodus","RS-04271/2020",800
"RS",1,"Rodrigo Maroni","PROS",2020-10-04,0,"Methodus","RS-04271/2020",800
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-04,32,"Methodus","RS-04271/2020",800
"RS",1,"Manuela","PCdoB",2020-10-05,24,"Ibope","RS-07152/2020",805
"RS",1,"Fortunati","PTB",2020-10-05,14,"Ibope","RS-07152/2020",805
"RS",1,"Sebastião Melo","MDB",2020-10-05,11,"Ibope","RS-07152/2020",805
"RS",1,"Marchezan Jr.","PSDB",2020-10-05,9,"Ibope","RS-07152/2020",805
"RS",1,"Juliana Brizola","PDT",2020-10-05,5,"Ibope","RS-07152/2020",805
"RS",1,"João Derly","REP",2020-10-05,4,"Ibope","RS-07152/2020",805
"RS",1,"Fernanda M.","PSOL",2020-10-05,3,"Ibope","RS-07152/2020",805
"RS",1,"Valter","PSD",2020-10-05,3,"Ibope","RS-07152/2020",805
"RS",1,"Gustavo Paim","PP",2020-10-05,1,"Ibope","RS-07152/2020",805
"RS",1,"Julio Flores","PSTU",2020-10-05,1,"Ibope","RS-07152/2020",805
"RS",1,"Luiz Delvair","PCO",2020-10-05,0,"Ibope","RS-07152/2020",805
"RS",1,"Montserrat","PV",2020-10-05,0,"Ibope","RS-07152/2020",805
"RS",1,"Rodrigo Maroni","PROS",2020-10-05,0,"Ibope","RS-07152/2020",805
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-05,24,"Ibope","RS-07152/2020",805
"RS",1,"Manuela","PCdoB",2020-10-17,24,"RealTime","RS-01422/2020",1050
"RS",1,"Fortunati","PTB",2020-10-17,12,"RealTime","RS-01422/2020",1050
"RS",1,"Sebastião Melo","MDB",2020-10-17,11,"RealTime","RS-01422/2020",1050
"RS",1,"Marchezan Jr.","PSDB",2020-10-17,9,"RealTime","RS-01422/2020",1050
"RS",1,"Juliana Brizola","PDT",2020-10-17,3,"RealTime","RS-01422/2020",1050
"RS",1,"João Derly","REP",2020-10-17,2,"RealTime","RS-01422/2020",1050
"RS",1,"Fernanda M.","PSOL",2020-10-17,3,"RealTime","RS-01422/2020",1050
"RS",1,"Valter","PSD",2020-10-17,2,"RealTime","RS-01422/2020",1050
"RS",1,"Gustavo Paim","PP",2020-10-17,3,"RealTime","RS-01422/2020",1050
"RS",1,"Julio Flores","PSTU",2020-10-17,0,"RealTime","RS-01422/2020",1050
"RS",1,"Luiz Delvair","PCO",2020-10-17,0,"RealTime","RS-01422/2020",1050
"RS",1,"Montserrat","PV",2020-10-17,2,"RealTime","RS-01422/2020",1050
"RS",1,"Rodrigo Maroni","PROS",2020-10-17,0,"RealTime","RS-01422/2020",1050
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-17,29,"RealTime","RS-01422/2020",1050
"RS",1,"Manuela","PCdoB",2020-10-18,25,"Methodus","RS-05480/2020",800
"RS",1,"Fortunati","PTB",2020-10-18,14,"Methodus","RS-05480/2020",800
"RS",1,"Sebastião Melo","MDB",2020-10-18,11,"Methodus","RS-05480/2020",800
"RS",1,"Marchezan Jr.","PSDB",2020-10-18,10,"Methodus","RS-05480/2020",800
"RS",1,"Juliana Brizola","PDT",2020-10-18,5,"Methodus","RS-05480/2020",800
"RS",1,"João Derly","REP",2020-10-18,2,"Methodus","RS-05480/2020",800
"RS",1,"Fernanda M.","PSOL",2020-10-18,2,"Methodus","RS-05480/2020",800
"RS",1,"Valter","PSD",2020-10-18,1,"Methodus","RS-05480/2020",800
"RS",1,"Gustavo Paim","PP",2020-10-18,1,"Methodus","RS-05480/2020",800
"RS",1,"Julio Flores","PSTU",2020-10-18,0,"Methodus","RS-05480/2020",800
"RS",1,"Luiz Delvair","PCO",2020-10-18,0,"Methodus","RS-05480/2020",800
"RS",1,"Montserrat","PV",2020-10-18,0,"Methodus","RS-05480/2020",800
"RS",1,"Rodrigo Maroni","PROS",2020-10-18,0,"Methodus","RS-05480/2020",800
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-18,29,"Methodus","RS-05480/2020",800
"RS",1,"Manuela","PCdoB",2020-10-22,23,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Fortunati","PTB",2020-10-22,13,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Sebastião Melo","MDB",2020-10-22,15,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Marchezan Jr.","PSDB",2020-10-22,13,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Juliana Brizola","PDT",2020-10-22,5,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"João Derly","REP",2020-10-22,2,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Fernanda M.","PSOL",2020-10-22,3,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Valter","PSD",2020-10-22,3,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Gustavo Paim","PP",2020-10-22,0,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Julio Flores","PSTU",2020-10-22,0,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Luiz Delvair","PCO",2020-10-22,0,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Montserrat","PV",2020-10-22,0,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Rodrigo Maroni","PROS",2020-10-22,0,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-22,21,"Paraná Pesquisas","RS-01659/2020",760
"RS",1,"Manuela","PCdoB",2020-10-24,26,"Methodus","RS-01884/2020",800
"RS",1,"Fortunati","PTB",2020-10-24,10,"Methodus","RS-01884/2020",800
"RS",1,"Sebastião Melo","MDB",2020-10-24,12,"Methodus","RS-01884/2020",800
"RS",1,"Marchezan Jr.","PSDB",2020-10-24,11,"Methodus","RS-01884/2020",800
"RS",1,"Juliana Brizola","PDT",2020-10-24,3,"Methodus","RS-01884/2020",800
"RS",1,"João Derly","REP",2020-10-24,2,"Methodus","RS-01884/2020",800
"RS",1,"Fernanda M.","PSOL",2020-10-24,3,"Methodus","RS-01884/2020",800
"RS",1,"Valter","PSD",2020-10-24,1,"Methodus","RS-01884/2020",800
"RS",1,"Gustavo Paim","PP",2020-10-24,1,"Methodus","RS-01884/2020",800
"RS",1,"Julio Flores","PSTU",2020-10-24,0,"Methodus","RS-01884/2020",800
"RS",1,"Luiz Delvair","PCO",2020-10-24,0,"Methodus","RS-01884/2020",800
"RS",1,"Montserrat","PV",2020-10-24,0,"Methodus","RS-01884/2020",800
"RS",1,"Rodrigo Maroni","PROS",2020-10-24,1,"Methodus","RS-01884/2020",800
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-24,29,"Methodus","RS-01884/2020",800
"RS",1,"Manuela","PCdoB",2020-10-28,27,"RealTime","RS-07906/2020",850
"RS",1,"Fortunati","PTB",2020-10-28,10,"RealTime","RS-07906/2020",850
"RS",1,"Sebastião Melo","MDB",2020-10-28,12,"RealTime","RS-07906/2020",850
"RS",1,"Marchezan Jr.","PSDB",2020-10-28,13,"RealTime","RS-07906/2020",850
"RS",1,"Juliana Brizola","PDT",2020-10-28,3,"RealTime","RS-07906/2020",850
"RS",1,"João Derly","REP",2020-10-28,2,"RealTime","RS-07906/2020",850
"RS",1,"Fernanda M.","PSOL",2020-10-28,3,"RealTime","RS-07906/2020",850
"RS",1,"Valter","PSD",2020-10-28,3,"RealTime","RS-07906/2020",850
"RS",1,"Gustavo Paim","PP",2020-10-28,2,"RealTime","RS-07906/2020",850
"RS",1,"Julio Flores","PSTU",2020-10-28,0,"RealTime","RS-07906/2020",850
"RS",1,"Luiz Delvair","PCO",2020-10-28,0,"RealTime","RS-07906/2020",850
"RS",1,"Montserrat","PV",2020-10-28,1,"RealTime","RS-07906/2020",850
"RS",1,"Rodrigo Maroni","PROS",2020-10-28,0,"RealTime","RS-07906/2020",850
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-28,24,"RealTime","RS-07906/2020",850
"RS",1,"Manuela","PCdoB",2020-10-29,27,"Ibope","RS-06638/2020",805
"RS",1,"Fortunati","PTB",2020-10-29,13,"Ibope","RS-06638/2020",805
"RS",1,"Sebastião Melo","MDB",2020-10-29,14,"Ibope","RS-06638/2020",805
"RS",1,"Marchezan Jr.","PSDB",2020-10-29,14,"Ibope","RS-06638/2020",805
"RS",1,"Juliana Brizola","PDT",2020-10-29,4,"Ibope","RS-06638/2020",805
"RS",1,"João Derly","REP",2020-10-29,3,"Ibope","RS-06638/2020",805
"RS",1,"Fernanda M.","PSOL",2020-10-29,3,"Ibope","RS-06638/2020",805
"RS",1,"Valter","PSD",2020-10-29,2,"Ibope","RS-06638/2020",805
"RS",1,"Gustavo Paim","PP",2020-10-29,2,"Ibope","RS-06638/2020",805
"RS",1,"Julio Flores","PSTU",2020-10-29,1,"Ibope","RS-06638/2020",805
"RS",1,"Luiz Delvair","PCO",2020-10-29,0,"Ibope","RS-06638/2020",805
"RS",1,"Montserrat","PV",2020-10-29,0,"Ibope","RS-06638/2020",805
"RS",1,"Rodrigo Maroni","PROS",2020-10-29,1,"Ibope","RS-06638/2020",805
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-29,16,"Ibope","RS-06638/2020",805
"RS",1,"Manuela","PCdoB",2020-10-31,27,"RealTime","RS-05153/2020",1050
"RS",1,"Fortunati","PTB",2020-10-31,12,"RealTime","RS-05153/2020",1050
"RS",1,"Sebastião Melo","MDB",2020-10-31,12,"RealTime","RS-05153/2020",1050
"RS",1,"Marchezan Jr.","PSDB",2020-10-31,13,"RealTime","RS-05153/2020",1050
"RS",1,"Juliana Brizola","PDT",2020-10-31,3,"RealTime","RS-05153/2020",1050
"RS",1,"João Derly","REP",2020-10-31,1,"RealTime","RS-05153/2020",1050
"RS",1,"Fernanda M.","PSOL",2020-10-31,4,"RealTime","RS-05153/2020",1050
"RS",1,"Valter","PSD",2020-10-31,3,"RealTime","RS-05153/2020",1050
"RS",1,"Gustavo Paim","PP",2020-10-31,3,"RealTime","RS-05153/2020",1050
"RS",1,"Julio Flores","PSTU",2020-10-31,0,"RealTime","RS-05153/2020",1050
"RS",1,"Luiz Delvair","PCO",2020-10-31,1,"RealTime","RS-05153/2020",1050
"RS",1,"Montserrat","PV",2020-10-31,1,"RealTime","RS-05153/2020",1050
"RS",1,"Rodrigo Maroni","PROS",2020-10-31,0,"RealTime","RS-05153/2020",1050
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-31,20,"RealTime","RS-05153/2020",1050
"RS",1,"Manuela","PCdoB",2020-10-31,29,"Methodus","RS-04931/2020",800
"RS",1,"Fortunati","PTB",2020-10-31,11,"Methodus","RS-04931/2020",800
"RS",1,"Sebastião Melo","MDB",2020-10-31,12,"Methodus","RS-04931/2020",800
"RS",1,"Marchezan Jr.","PSDB",2020-10-31,13,"Methodus","RS-04931/2020",800
"RS",1,"Juliana Brizola","PDT",2020-10-31,3,"Methodus","RS-04931/2020",800
"RS",1,"João Derly","REP",2020-10-31,2,"Methodus","RS-04931/2020",800
"RS",1,"Fernanda M.","PSOL",2020-10-31,3,"Methodus","RS-04931/2020",800
"RS",1,"Valter","PSD",2020-10-31,1,"Methodus","RS-04931/2020",800
"RS",1,"Gustavo Paim","PP",2020-10-31,1,"Methodus","RS-04931/2020",800
"RS",1,"Julio Flores","PSTU",2020-10-31,0,"Methodus","RS-04931/2020",800
"RS",1,"Luiz Delvair","PCO",2020-10-31,0,"Methodus","RS-04931/2020",800
"RS",1,"Montserrat","PV",2020-10-31,0,"Methodus","RS-04931/2020",800
"RS",1,"Rodrigo Maroni","PROS",2020-10-31,0,"Methodus","RS-04931/2020",800
"RS",1,"Brancos/nulos/indecisos",NA,2020-10-31,24,"Methodus","RS-04931/2020",800
"RS",1,"Manuela","PCdoB",2020-11-14,35,"Ibope","RS-02998/2020",805
"RS",1,"Fortunati","PTB",2020-11-14,NA,"Ibope","RS-02998/2020",805
"RS",1,"Sebastião Melo","MDB",2020-11-14,22,"Ibope","RS-02998/2020",805
"RS",1,"Marchezan Jr.","PSDB",2020-11-14,15,"Ibope","RS-02998/2020",805
"RS",1,"Juliana Brizola","PDT",2020-11-14,6,"Ibope","RS-02998/2020",805
"RS",1,"João Derly","REP",2020-11-14,2,"Ibope","RS-02998/2020",805
"RS",1,"Fernanda M.","PSOL",2020-11-14,3,"Ibope","RS-02998/2020",805
"RS",1,"Valter","PSD",2020-11-14,2,"Ibope","RS-02998/2020",805
"RS",1,"Gustavo Paim","PP",2020-11-14,1,"Ibope","RS-02998/2020",805
"RS",1,"Julio Flores","PSTU",2020-11-14,0,"Ibope","RS-02998/2020",805
"RS",1,"Luiz Delvair","PCO",2020-11-14,0,"Ibope","RS-02998/2020",805
"RS",1,"Montserrat","PV",2020-11-14,0,"Ibope","RS-02998/2020",805
"RS",1,"Rodrigo Maroni","PROS",2020-11-14,1,"Ibope","RS-02998/2020",805
"RS",1,"Brancos/nulos/indecisos",NA,2020-11-14,12,"Ibope","RS-02998/2020",805
"RO",1,"Brancos/nulos/indecisos",NA,2020-10-14,26,"Ibope","RO-05800/2020",504
"RO",1,"Hildon Chaves","PSDB",2020-10-14,23,"Ibope","RO-05800/2020",504
"RO",1,"Vinicius Miguel","CID",2020-10-14,12,"Ibope","RO-05800/2020",504
"RO",1,"Cristiane Lopes","PP",2020-10-14,9,"Ibope","RO-05800/2020",504
"RO",1,"Dr. Breno Mendes","AVANTE",2020-10-14,7,"Ibope","RO-05800/2020",504
"RO",1,"Lindomar Garçon","REP",2020-10-14,6,"Ibope","RO-05800/2020",504
"RO",1,"Cel. Ronaldo","SD",2020-10-14,5,"Ibope","RO-05800/2020",504
"RO",1,"Williames Pimentel","MDB",2020-10-14,4,"Ibope","RO-05800/2020",504
"RO",1,"Sgt. Eyder Brasil","PSL",2020-10-14,3,"Ibope","RO-05800/2020",504
"RO",1,"Leonel Bertolin","PTB",2020-10-14,1,"Ibope","RO-05800/2020",504
"RO",1,"Pimenta de Rondônia","PSOL",2020-10-14,1,"Ibope","RO-05800/2020",504
"RO",1,"Ramon Cujuí","PT",2020-10-14,1,"Ibope","RO-05800/2020",504
"RO",1,"Samuel Costa","PCdoB",2020-10-14,1,"Ibope","RO-05800/2020",504
"RO",1,"Edvaldo Soares","PSC",2020-10-14,0,"Ibope","RO-05800/2020",504
"RO",1,"Geneci Gonçalves","PSTU",2020-10-14,0,"Ibope","RO-05800/2020",504
"RO",1,"Pastor Leonardo","PRTB",2020-10-14,0,"Ibope","RO-05800/2020",504
"RO",1,"Brancos/nulos/indecisos",NA,2020-10-24,13,"Continental Data","RO-02110/2020",915
"RO",1,"Hildon Chaves","PSDB",2020-10-24,20,"Continental Data","RO-02110/2020",915
"RO",1,"Vinicius Miguel","CID",2020-10-24,7,"Continental Data","RO-02110/2020",915
"RO",1,"Cristiane Lopes","PP",2020-10-24,15,"Continental Data","RO-02110/2020",915
"RO",1,"Dr. Breno Mendes","AVANTE",2020-10-24,13,"Continental Data","RO-02110/2020",915
"RO",1,"Lindomar Garçon","REP",2020-10-24,6,"Continental Data","RO-02110/2020",915
"RO",1,"Cel. Ronaldo","SD",2020-10-24,4,"Continental Data","RO-02110/2020",915
"RO",1,"Williames Pimentel","MDB",2020-10-24,2,"Continental Data","RO-02110/2020",915
"RO",1,"Sgt. Eyder Brasil","PSL",2020-10-24,1,"Continental Data","RO-02110/2020",915
"RO",1,"Leonel Bertolin","PTB",2020-10-24,2,"Continental Data","RO-02110/2020",915
"RO",1,"Pimenta de Rondônia","PSOL",2020-10-24,2,"Continental Data","RO-02110/2020",915
"RO",1,"Ramon Cujuí","PT",2020-10-24,3,"Continental Data","RO-02110/2020",915
"RO",1,"Samuel Costa","PCdoB",2020-10-24,4,"Continental Data","RO-02110/2020",915
"RO",1,"Edvaldo Soares","PSC",2020-10-24,5,"Continental Data","RO-02110/2020",915
"RO",1,"Geneci Gonçalves","PSTU",2020-10-24,1,"Continental Data","RO-02110/2020",915
"RO",1,"Pastor Leonardo","PRTB",2020-10-24,1,"Continental Data","RO-02110/2020",915
"RO",1,"Brancos/nulos/indecisos",NA,2020-10-28,16,"Ibope","RO-04876/2020",504
"RO",1,"Hildon Chaves","PSDB",2020-10-28,30,"Ibope","RO-04876/2020",504
"RO",1,"Vinicius Miguel","CID",2020-10-28,16,"Ibope","RO-04876/2020",504
"RO",1,"Cristiane Lopes","PP",2020-10-28,10,"Ibope","RO-04876/2020",504
"RO",1,"Dr. Breno Mendes","AVANTE",2020-10-28,6,"Ibope","RO-04876/2020",504
"RO",1,"Lindomar Garçon","REP",2020-10-28,6,"Ibope","RO-04876/2020",504
"RO",1,"Cel. Ronaldo","SD",2020-10-28,5,"Ibope","RO-04876/2020",504
"RO",1,"Williames Pimentel","MDB",2020-10-28,6,"Ibope","RO-04876/2020",504
"RO",1,"Sgt. Eyder Brasil","PSL",2020-10-28,1,"Ibope","RO-04876/2020",504
"RO",1,"Leonel Bertolin","PTB",2020-10-28,1,"Ibope","RO-04876/2020",504
"RO",1,"Pimenta de Rondônia","PSOL",2020-10-28,0,"Ibope","RO-04876/2020",504
"RO",1,"Ramon Cujuí","PT",2020-10-28,2,"Ibope","RO-04876/2020",504
"RO",1,"Samuel Costa","PCdoB",2020-10-28,1,"Ibope","RO-04876/2020",504
"RO",1,"Edvaldo Soares","PSC",2020-10-28,0,"Ibope","RO-04876/2020",504
"RO",1,"Geneci Gonçalves","PSTU",2020-10-28,0,"Ibope","RO-04876/2020",504
"RO",1,"Pastor Leonardo","PRTB",2020-10-28,0,"Ibope","RO-04876/2020",504
"RO",1,"Brancos/nulos/indecisos",NA,2020-11-11,14,"Ibope","RO-09335/2020",504
"RO",1,"Hildon Chaves","PSDB",2020-11-11,32,"Ibope","RO-09335/2020",504
"RO",1,"Vinicius Miguel","CID",2020-11-11,13,"Ibope","RO-09335/2020",504
"RO",1,"Cristiane Lopes","PP",2020-11-11,12,"Ibope","RO-09335/2020",504
"RO",1,"Dr. Breno Mendes","AVANTE",2020-11-11,7,"Ibope","RO-09335/2020",504
"RO",1,"Lindomar Garçon","REP",2020-11-11,5,"Ibope","RO-09335/2020",504
"RO",1,"Cel. Ronaldo","SD",2020-11-11,6,"Ibope","RO-09335/2020",504
"RO",1,"Williames Pimentel","MDB",2020-11-11,3,"Ibope","RO-09335/2020",504
"RO",1,"Sgt. Eyder Brasil","PSL",2020-11-11,2,"Ibope","RO-09335/2020",504
"RO",1,"Leonel Bertolin","PTB",2020-11-11,0,"Ibope","RO-09335/2020",504
"RO",1,"Pimenta de Rondônia","PSOL",2020-11-11,1,"Ibope","RO-09335/2020",504
"RO",1,"Ramon Cujuí","PT",2020-11-11,2,"Ibope","RO-09335/2020",504
"RO",1,"Samuel Costa","PCdoB",2020-11-11,1,"Ibope","RO-09335/2020",504
"RO",1,"Edvaldo Soares","PSC",2020-11-11,1,"Ibope","RO-09335/2020",504
"RO",1,"Geneci Gonçalves","PSTU",2020-11-11,0,"Ibope","RO-09335/2020",504
"RO",1,"Pastor Leonardo","PRTB",2020-11-11,0,"Ibope","RO-09335/2020",504
"RR",1,"Arthur Henrique","MDB",2020-10-13,31,"Padrão","RR-06987/2020",800
"RR",1,"Fabio Almeida","PSOL",2020-10-13,1,"Padrão","RR-06987/2020",800
"RR",1,"Gerlane","PP",2020-10-13,3,"Padrão","RR-06987/2020",800
"RR",1,"Linoberg","REDE",2020-10-13,6,"Padrão","RR-06987/2020",800
"RR",1,"Luciano Castro","PL",2020-10-13,9,"Padrão","RR-06987/2020",800
"RR",1,"Nicoletti","PSL",2020-10-13,9,"Padrão","RR-06987/2020",800
"RR",1,"Ottaci","SD",2020-10-13,17,"Padrão","RR-06987/2020",800
"RR",1,"Pr. Isamar","PODE",2020-10-13,4,"Padrão","RR-06987/2020",800
"RR",1,"Shaolyn Gomes","PMN",2020-10-13,1,"Padrão","RR-06987/2020",800
"RR",1,"Shéridan","PSDB",2020-10-13,10,"Padrão","RR-06987/2020",800
"RR",1,"Wilson Précoma","PCO",2020-10-13,0,"Padrão","RR-06987/2020",800
"RR",1,"Brancos/nulos/indecisos",NA,2020-10-13,12,"Padrão","RR-06987/2020",800
"RR",1,"Arthur Henrique","MDB",2020-10-16,28,"Ibope","RR-02623/2020",504
"RR",1,"Fabio Almeida","PSOL",2020-10-16,1,"Ibope","RR-02623/2020",504
"RR",1,"Gerlane","PP",2020-10-16,2,"Ibope","RR-02623/2020",504
"RR",1,"Linoberg","REDE",2020-10-16,6,"Ibope","RR-02623/2020",504
"RR",1,"Luciano Castro","PL",2020-10-16,6,"Ibope","RR-02623/2020",504
"RR",1,"Nicoletti","PSL",2020-10-16,10,"Ibope","RR-02623/2020",504
"RR",1,"Ottaci","SD",2020-10-16,23,"Ibope","RR-02623/2020",504
"RR",1,"Pr. Isamar","PODE",2020-10-16,2,"Ibope","RR-02623/2020",504
"RR",1,"Shaolyn Gomes","PMN",2020-10-16,0,"Ibope","RR-02623/2020",504
"RR",1,"Shéridan","PSDB",2020-10-16,8,"Ibope","RR-02623/2020",504
"RR",1,"Wilson Précoma","PCO",2020-10-16,1,"Ibope","RR-02623/2020",504
"RR",1,"Brancos/nulos/indecisos",NA,2020-10-16,14,"Ibope","RR-02623/2020",504
"RR",1,"Arthur Henrique","MDB",2020-10-29,25,"Ibope","RR-05506/2020",504
"RR",1,"Fabio Almeida","PSOL",2020-10-29,1,"Ibope","RR-05506/2020",504
"RR",1,"Gerlane","PP",2020-10-29,2,"Ibope","RR-05506/2020",504
"RR",1,"Linoberg","REDE",2020-10-29,8,"Ibope","RR-05506/2020",504
"RR",1,"Luciano Castro","PL",2020-10-29,6,"Ibope","RR-05506/2020",504
"RR",1,"Nicoletti","PSL",2020-10-29,6,"Ibope","RR-05506/2020",504
"RR",1,"Ottaci","SD",2020-10-29,27,"Ibope","RR-05506/2020",504
"RR",1,"Pr. Isamar","PODE",2020-10-29,1,"Ibope","RR-05506/2020",504
"RR",1,"Shaolyn Gomes","PMN",2020-10-29,1,"Ibope","RR-05506/2020",504
"RR",1,"Shéridan","PSDB",2020-10-29,8,"Ibope","RR-05506/2020",504
"RR",1,"Wilson Précoma","PCO",2020-10-29,0,"Ibope","RR-05506/2020",504
"RR",1,"Brancos/nulos/indecisos",NA,2020-10-29,12,"Ibope","RR-05506/2020",504
"RR",1,"Arthur Henrique","MDB",2020-11-09,28,"Ibope","RR-07759/2020",504
"RR",1,"Fabio Almeida","PSOL",2020-11-09,0,"Ibope","RR-07759/2020",504
"RR",1,"Gerlane","PP",2020-11-09,3,"Ibope","RR-07759/2020",504
